8.027749061584472656e+00,7.500288486480712891e-01,3.423146009445190430e+00,3.554588079452514648e+00,1.020502567291259766e+00
1.169391989707946777e+00,7.230610251426696777e-01,5.593143031001091003e-02,1.139394845813512802e-02,2.616452574729919434e-01
3.757755517959594727e+00,4.089029312133789062e+00,2.088542431592941284e-01,5.641401290893554688e+00,2.114465713500976562e+00
6.357043743133544922e+00,6.894714832305908203e+00,3.321825742721557617e+00,5.319380760192871094e+00,2.752949953079223633e+00
1.966109871864318848e+00,7.236561179161071777e-01,2.833153903484344482e-01,1.520325303077697754e+00,5.387253165245056152e-01
4.169775545597076416e-01,1.477309608459472656e+01,1.504500102996826172e+01,4.169207096099853516e+00,6.362140178680419922e+00
2.068984270095825195e+00,2.268952369689941406e+00,5.190078020095825195e-01,7.398456335067749023e-01,4.021251797676086426e-01
7.794330120086669922e+00,7.602226257324218750e+00,2.768421649932861328e+00,5.016102790832519531e+00,7.093848705291748047e+00
9.518203735351562500e+00,3.662028789520263672e+00,7.534989356994628906e+00,1.384923577308654785e+00,1.126420688629150391e+01
1.366507887840270996e+00,1.933737277984619141e+00,2.386541366577148438e-01,1.027084827423095703e+00,1.385896444320678711e+00
1.485141343437135220e-03,1.090173330157995224e-02,8.681233972311019897e-03,1.159731205552816391e-02,6.942742038518190384e-03
2.167963832616806030e-01,7.369942665100097656e+00,9.816025733947753906e+00,3.810512781143188477e+00,9.514571189880371094e+00
4.620467185974121094e+00,2.583754539489746094e+00,7.414504289627075195e-01,2.445647001266479492e+00,5.535136222839355469e+00
3.165549635887145996e-01,1.972039031982421875e+01,8.340863227844238281e+00,1.150078487396240234e+01,4.772139072418212891e+00
2.391062259674072266e+00,1.375266313552856445e+00,2.772580385208129883e-01,1.295916438102722168e+00,1.503724098205566406e+00
4.269922256469726562e+00,1.150335550308227539e+00,5.820548534393310547e+00,3.270675659179687500e+00,9.355894088745117188e+00
2.217574365204200149e-04,4.434007219970226288e-03,2.871495671570301056e-03,4.246897995471954346e-03,2.620220649987459183e-03
2.033068158198148012e-04,4.285399336367845535e-03,2.743011573329567909e-03,4.085950087755918503e-03,2.512647304683923721e-03
2.072052157018333673e-04,4.353947471827268600e-03,2.784782089293003082e-03,4.124867264181375504e-03,2.553229453042149544e-03
5.407289505004882812e+00,9.759399414062500000e+00,1.253629970550537109e+01,5.155301570892333984e+00,5.679487228393554688e+00
2.007993221282958984e+00,1.412734627723693848e+00,1.667255282402038574e+00,1.372104287147521973e+00,3.138553142547607422e+00
4.206501007080078125e+00,9.311537742614746094e+00,1.127594470977783203e+01,3.154948353767395020e-01,7.933576107025146484e+00
8.919975280761718750e+00,9.370921134948730469e+00,1.726834678649902344e+01,9.947940826416015625e+00,1.158510875701904297e+01
6.450785636901855469e+00,2.683693170547485352e+00,1.973917198181152344e+01,4.498992919921875000e+00,1.605739021301269531e+01
6.085433006286621094e+00,1.014413642883300781e+01,1.325937557220458984e+01,7.602216243743896484e+00,1.079294109344482422e+01
1.268855190277099609e+01,3.775810718536376953e+00,1.904273605346679688e+01,1.039346408843994141e+01,8.257085800170898438e+00
4.558277130126953125e+00,9.058626174926757812e+00,4.219039916992187500e+00,4.453945636749267578e+00,2.174073457717895508e+00
7.016910076141357422e+00,1.514372348785400391e+00,1.004572010040283203e+01,1.107069301605224609e+01,5.604159832000732422e+00
1.347544860839843750e+01,4.173251152038574219e+00,1.439385414123535156e+01,5.813599586486816406e+00,1.538138866424560547e+01
7.884779453277587891e+00,4.865870475769042969e+00,1.807793235778808594e+01,2.041977882385253906e+01,7.656804561614990234e+00
1.088793563842773438e+01,3.342719316482543945e+00,1.537648487091064453e+01,8.944861412048339844e+00,1.190790176391601562e+01
4.017703056335449219e+00,1.173832893371582031e+01,1.944688796997070312e+00,1.736200809478759766e+00,3.760074377059936523e+00
8.482243418693542480e-01,1.235877037048339844e+00,3.279394388198852539e+00,4.608732223510742188e+00,1.712567090988159180e+00
3.723390400409698486e-04,7.182473782449960709e-03,4.690889734774827957e-03,6.885863840579986572e-03,4.240027163177728653e-03
2.093104124069213867e+00,6.496870994567871094e+00,3.899238109588623047e+00,2.339985072612762451e-01,1.241493821144104004e+00
1.103081107139587402e+00,5.646800994873046875e+00,7.873788356781005859e+00,1.459802865982055664e+00,6.578828811645507812e+00
6.688200473785400391e+00,7.646033287048339844e+00,2.144757747650146484e+00,9.681277275085449219e+00,7.699738025665283203e+00
4.166016578674316406e+00,1.184911060333251953e+01,3.031165122985839844e+00,2.604687690734863281e+00,3.187563419342041016e+00
6.049505233764648438e+00,9.507063865661621094e+00,1.325003623962402344e+01,7.139071941375732422e+00,9.870142936706542969e+00
3.324699878692626953e+00,4.889350891113281250e+00,1.192715740203857422e+01,4.665721416473388672e+00,6.424967765808105469e+00
3.675381898880004883e+00,1.061095046997070312e+01,2.533474159240722656e+01,7.837841987609863281e+00,8.880533218383789062e+00
6.956176280975341797e+00,8.058630943298339844e+00,1.023381710052490234e+00,3.995882749557495117e+00,3.609934806823730469e+00
5.641661643981933594e+00,1.892805480957031250e+01,4.961044311523437500e+00,5.163481712341308594e+00,2.065288066864013672e+00
2.599963903427124023e+00,3.689756870269775391e+00,6.561832875013351440e-02,7.957527637481689453e-01,1.371123552322387695e+00
8.423863410949707031e+00,1.584680747985839844e+01,9.800990223884582520e-01,9.334257125854492188e+00,5.168402671813964844e+00
1.136393070220947266e+00,8.018537521362304688e+00,6.576343774795532227e-01,7.692994594573974609e+00,2.595101833343505859e+00
2.208465337753295898e+00,2.250455141067504883e+00,1.013850927352905273e+00,7.298932671546936035e-01,1.857390850782394409e-01
1.352751493453979492e+00,3.337913751602172852e+00,1.541502714157104492e+00,9.477798938751220703e-01,4.890307188034057617e-01
7.708909034729003906e+00,1.439185333251953125e+01,8.817387580871582031e+00,6.785368442535400391e+00,5.235880374908447266e+00
5.317341327667236328e+00,1.718478393554687500e+01,7.184182167053222656e+00,6.622675418853759766e+00,4.032265186309814453e+00
3.445850849151611328e+00,1.413163542747497559e+00,2.726890742778778076e-01,8.083102107048034668e-01,1.153498589992523193e-01
3.643642663955688477e+00,1.826479196548461914e+00,8.958021998405456543e-01,4.736553430557250977e-01,2.059415280818939209e-01
1.751805186271667480e+00,2.347753286361694336e+00,4.382629990577697754e-01,1.241726875305175781e+00,2.051571905612945557e-01
3.040557622909545898e+00,7.282923698425292969e+00,2.844944000244140625e+00,4.257595062255859375e+00,1.175927042961120605e+00
6.998148441314697266e+00,8.231353759765625000e+00,5.901201367378234863e-01,1.354300856590270996e+00,3.471078157424926758e+00
6.412877559661865234e+00,1.620142173767089844e+01,1.132227063179016113e+00,1.417051076889038086e+00,1.489374041557312012e+00
1.509549999237060547e+01,7.306027889251708984e+00,5.609049797058105469e+00,4.286746501922607422e+00,2.830729961395263672e+00
1.595804405212402344e+01,9.078719139099121094e+00,2.428588628768920898e+00,3.838408708572387695e+00,4.700786113739013672e+00
1.070226955413818359e+01,4.728835105895996094e+00,2.269914627075195312e+00,4.052432537078857422e+00,6.535330772399902344e+00
9.108633041381835938e+00,1.517429542541503906e+01,1.274402260780334473e+00,4.800134658813476562e+00,3.858447551727294922e+00
8.702810155227780342e-04,1.057422518730163574e+00,1.830515116453170776e-01,1.022762894630432129e+00,2.926734387874603271e-01
1.962635159492492676e+00,4.858014583587646484e+00,3.109615564346313477e+00,1.888591408729553223e+00,2.289891004562377930e+00
