1.581898033618927002e-01,6.056054234504699707e-01,-1.006451249122619629e+00,-9.716256260871887207e-01,1.230871677398681641e-01
-1.410177707672119141e+00,8.122203350067138672e-01,1.588880777359008789e+00,8.858281970024108887e-01,1.332666397094726562e+00
-1.498569369316101074e+00,1.566637992858886719e+00,-1.977915883064270020e+00,2.423457860946655273e+00,-2.000145912170410156e+00
-1.528500318527221680e+00,6.688825488090515137e-01,-3.275072813034057617e+00,3.107095003128051758e+00,-2.393471717834472656e+00
6.533155441284179688e-01,1.587575912475585938e+00,-9.350643754005432129e-01,2.397383004426956177e-01,8.176898956298828125e-01
-1.498577475547790527e+00,1.566631078720092773e+00,-1.977949380874633789e+00,2.423460960388183594e+00,-2.000154733657836914e+00
-1.498571753501892090e+00,1.566640257835388184e+00,-1.977929830551147461e+00,2.423454284667968750e+00,-2.000137090682983398e+00
1.582296043634414673e-01,6.056118011474609375e-01,-1.006183981895446777e+00,-9.715700745582580566e-01,1.229991167783737183e-01
-7.465972304344177246e-01,-1.367429971694946289e+00,-3.097239732742309570e-01,-1.864410042762756348e+00,7.663872241973876953e-01
8.957105875015258789e-01,-1.034745454788208008e+00,-6.937891840934753418e-01,-3.745746910572052002e-01,1.747819036245346069e-01
-2.378126382827758789e+00,-2.983315467834472656e+00,-1.007817387580871582e+00,1.311670541763305664e+00,1.225788354873657227e+00
-4.693450331687927246e-01,-3.097897052764892578e+00,-1.315336465835571289e+00,9.031595587730407715e-01,1.871583580970764160e+00
7.987318038940429688e-01,-2.083449363708496094e+00,-2.611116647720336914e+00,1.287730336189270020e+00,-4.443130195140838623e-01
3.914452493190765381e-01,5.935186743736267090e-01,9.139790534973144531e-01,-1.243311882019042969e+00,-7.636877298355102539e-01
3.914529085159301758e-01,5.935792922973632812e-01,9.138487577438354492e-01,-1.243399739265441895e+00,-7.636455297470092773e-01
2.106177568435668945e+00,3.590477406978607178e-01,1.418835878372192383e+00,-8.983579464256763458e-03,-7.944383025169372559e-01
3.913278281688690186e-01,5.936918258666992188e-01,9.138801693916320801e-01,-1.243461012840270996e+00,-7.636551260948181152e-01
-1.587423563003540039e+00,-7.915745973587036133e-01,1.354311347007751465e+00,-4.262411296367645264e-01,2.054736614227294922e-01
1.401811599731445312e+00,1.591445319354534149e-02,5.662434697151184082e-01,-1.085054278373718262e+00,-7.489082813262939453e-01
5.556082725524902344e-01,-2.996904134750366211e+00,-2.350311756134033203e+00,7.623529434204101562e-01,1.658428907394409180e+00
1.581985503435134888e-01,6.055958271026611328e-01,-1.006397008895874023e+00,-9.715582728385925293e-01,1.230813190340995789e-01
1.582019329071044922e-01,6.056192517280578613e-01,-1.006296157836914062e+00,-9.715706706047058105e-01,1.230410933494567871e-01
1.582321375608444214e-01,6.056065559387207031e-01,-1.006204009056091309e+00,-9.715877771377563477e-01,1.230208426713943481e-01
1.582157760858535767e-01,6.055992841720581055e-01,-1.006328582763671875e+00,-9.715831875801086426e-01,1.230546310544013977e-01
1.582015454769134521e-01,6.055893898010253906e-01,-1.006357312202453613e+00,-9.715716242790222168e-01,1.230985075235366821e-01
1.582291573286056519e-01,6.056053638458251953e-01,-1.006205677986145020e+00,-9.715961217880249023e-01,1.230284050107002258e-01
1.582540422677993774e-01,6.056050658226013184e-01,-1.006138324737548828e+00,-9.715751409530639648e-01,1.229813322424888611e-01
-1.116241335868835449e+00,1.790263175964355469e+00,1.960207521915435791e-01,1.689488530158996582e+00,1.053564548492431641e+00
1.582024097442626953e-01,6.056079268455505371e-01,-1.006364703178405762e+00,-9.715963006019592285e-01,1.230597943067550659e-01
1.582490205764770508e-01,6.056032776832580566e-01,-1.006171345710754395e+00,-9.715840220451354980e-01,1.229813769459724426e-01
1.582463085651397705e-01,6.055980920791625977e-01,-1.006165981292724609e+00,-9.715805649757385254e-01,1.229967698454856873e-01
1.582429558038711548e-01,6.056049466133117676e-01,-1.006181120872497559e+00,-9.715702533721923828e-01,1.229922845959663391e-01
1.582056581974029541e-01,6.055969595909118652e-01,-1.006421685218811035e+00,-9.715832471847534180e-01,1.230476796627044678e-01
-4.693419337272644043e-01,-3.097893714904785156e+00,-1.315256118774414062e+00,9.031374454498291016e-01,1.871571779251098633e+00
1.582173705101013184e-01,6.056053638458251953e-01,-1.006297945976257324e+00,-9.715743064880371094e-01,1.230393052101135254e-01
1.582390666007995605e-01,6.056122183799743652e-01,-1.006166577339172363e+00,-9.715859293937683105e-01,1.229884177446365356e-01
