-1.830759763717651367e+00,-3.850236177444458008e+00
-5.818553566932678223e-01,-2.583869695663452148e-01
1.435053706169128418e+00,9.538618326187133789e-01
-5.820429921150207520e-01,-2.583629190921783447e-01
-2.018820524215698242e+00,-1.091698184609413147e-01
-2.986134052276611328e+00,-1.661816716194152832e+00
-1.830905437469482422e+00,-3.850288867950439453e+00
1.435214161872863770e+00,9.537094235420227051e-01
-2.014838695526123047e+00,-2.499691724777221680e+00
-1.830856204032897949e+00,-3.850214004516601562e+00
-6.041797995567321777e-01,-3.339227437973022461e+00
-1.830858469009399414e+00,-3.850352764129638672e+00
-1.830753207206726074e+00,-3.850365877151489258e+00
-2.018811941146850586e+00,-1.091721504926681519e-01
-8.123387694358825684e-01,-3.229317188262939453e+00
-1.830798745155334473e+00,-3.850282430648803711e+00
-5.814271569252014160e-01,-2.584711313247680664e-01
-2.014813661575317383e+00,-2.499739646911621094e+00
1.436031609773635864e-01,-4.797055721282958984e+00
-5.824376940727233887e-01,-2.595834732055664062e-01
-2.014744043350219727e+00,-2.499779224395751953e+00
-5.824510455131530762e-01,-2.586777806282043457e-01
-2.986371755599975586e+00,-1.661526441574096680e+00
-1.830674290657043457e+00,-3.850305795669555664e+00
-2.732825994491577148e+00,-5.912333726882934570e-01
-1.791243553161621094e+00,-1.129768610000610352e+00
8.625014126300811768e-02,-1.936257839202880859e+00
-2.986218929290771484e+00,-1.661718249320983887e+00
-2.014830112457275391e+00,-2.499712944030761719e+00
-2.014757633209228516e+00,-2.499697685241699219e+00
-1.791435003280639648e+00,-1.129134893417358398e+00
1.434955954551696777e+00,9.539108872413635254e-01
1.435186862945556641e+00,9.537351727485656738e-01
-2.732777357101440430e+00,-5.912539958953857422e-01
-1.791061282157897949e+00,-1.129862666130065918e+00
-1.791085243225097656e+00,-1.129783749580383301e+00
-1.791176319122314453e+00,-1.129503130912780762e+00
2.889100790023803711e+00,1.992850661277770996e+00
-2.732802629470825195e+00,-5.912434458732604980e-01
-1.790600895881652832e+00,-1.130186676979064941e+00
-5.823963284492492676e-01,-2.593874633312225342e-01
-1.791314363479614258e+00,-1.129466652870178223e+00
-2.732768535614013672e+00,-5.912572145462036133e-01
-1.791421294212341309e+00,-1.129181027412414551e+00
-1.790918946266174316e+00,-1.130128860473632812e+00
-5.815033316612243652e-01,-2.590399980545043945e-01
1.633493423461914062e+00,-5.490880489349365234e+00
1.435201287269592285e+00,9.537241458892822266e-01
-1.830864667892456055e+00,-3.850185871124267578e+00
1.434896707534790039e+00,9.539863467216491699e-01
1.436051487922668457e+00,2.362730026245117188e+00
-5.822864174842834473e-01,-2.596707940101623535e-01
-5.820016860961914062e-01,-2.586200833320617676e-01
1.434918522834777832e+00,9.539445638656616211e-01
-5.820853710174560547e-01,-2.589298486709594727e-01
1.434496402740478516e+00,9.542782306671142578e-01
1.434502363204956055e+00,9.543119072914123535e-01
1.434547185897827148e+00,9.542831182479858398e-01
-1.415107995271682739e-01,-2.770071983337402344e+00
1.435061216354370117e+00,9.538589119911193848e-01
1.434852600097656250e+00,9.540172219276428223e-01
-5.824640989303588867e-01,-2.590934932231903076e-01
-1.311396241188049316e+00,5.962471365928649902e-01
3.618461787700653076e-01,2.172660589218139648e+00
-5.823386311531066895e-01,-2.584765851497650146e-01
1.436072468757629395e+00,2.362679958343505859e+00
1.434876680374145508e+00,9.539945125579833984e-01
1.434920430183410645e+00,9.539423584938049316e-01
5.789242982864379883e-01,-2.850250244140625000e+00
1.436043858528137207e+00,2.362749814987182617e+00
2.514480113983154297e+00,-1.164015412330627441e+00
-5.820175409317016602e-01,-2.617325782775878906e-01
-1.311172962188720703e+00,5.963274836540222168e-01
-5.823359489440917969e-01,-2.591023445129394531e-01
3.618383109569549561e-01,2.172624349594116211e+00
-5.824728012084960938e-01,-2.585984766483306885e-01
