-1.263947725296020508e+00,-8.723384737968444824e-01,1.812603235244750977e+00,2.588613629341125488e-01
4.610337018966674805e-01,4.608475863933563232e-01,4.911562502384185791e-01,-1.095031619071960449e+00
8.517850637435913086e-01,-3.108454048633575439e-01,-5.531404614448547363e-01,-4.386691451072692871e-01
4.610331058502197266e-01,4.608716070652008057e-01,4.911465346813201904e-01,-1.095043063163757324e+00
-1.661770939826965332e+00,1.474023461341857910e+00,-3.273881971836090088e-01,-1.609446644783020020e+00
-6.700897812843322754e-01,1.771714091300964355e-01,9.749001264572143555e-01,1.408095598220825195e+00
-1.264075160026550293e+00,-8.724282383918762207e-01,1.812432050704956055e+00,2.588899731636047363e-01
1.283690780401229858e-01,6.378501653671264648e-01,-1.669784784317016602e+00,-4.174987375736236572e-01
-6.700787544250488281e-01,1.771860271692276001e-01,9.749154448509216309e-01,1.408086776733398438e+00
-1.264053821563720703e+00,-8.724347352981567383e-01,1.812443256378173828e+00,2.588851451873779297e-01
-2.278458356857299805e+00,-2.400084286928176880e-01,1.120659351348876953e+00,-8.875563740730285645e-01
-1.264101624488830566e+00,-8.724607229232788086e-01,1.812369704246520996e+00,2.588972151279449463e-01
-1.263983488082885742e+00,-8.723681569099426270e-01,1.812554836273193359e+00,2.588687837123870850e-01
-7.697294354438781738e-01,1.156054973602294922e+00,1.373148679733276367e+00,-7.948609590530395508e-01
-6.700981259346008301e-01,1.771625876426696777e-01,9.748904705047607422e-01,1.408096313476562500e+00
-1.263899445533752441e+00,-8.723037242889404297e-01,1.812690734863281250e+00,2.588454484939575195e-01
4.610198140144348145e-01,4.608668684959411621e-01,4.911475479602813721e-01,-1.095030188560485840e+00
-6.700963377952575684e-01,1.771599352359771729e-01,9.748926162719726562e-01,1.408098816871643066e+00
-1.264000773429870605e+00,-8.723809123039245605e-01,1.812531471252441406e+00,2.588752806186676025e-01
4.610322117805480957e-01,4.608650207519531250e-01,4.911504983901977539e-01,-1.095021963119506836e+00
-6.700985431671142578e-01,1.771637350320816040e-01,9.748914241790771484e-01,1.408090949058532715e+00
4.610129892826080322e-01,4.608731865882873535e-01,4.911456108093261719e-01,-1.095025420188903809e+00
-6.700968146324157715e-01,1.771654486656188965e-01,9.748885631561279297e-01,1.408095002174377441e+00
-1.263905167579650879e+00,-8.723099231719970703e-01,1.812678337097167969e+00,2.588473558425903320e-01
-1.342863798141479492e+00,1.184335947036743164e+00,2.603304684162139893e-01,3.516113162040710449e-01
-1.342949390411376953e+00,1.184211373329162598e+00,2.602774500846862793e-01,3.515986204147338867e-01
-8.825123906135559082e-01,-1.074673056602478027e+00,1.594858430325984955e-02,-3.033303737640380859e+00
-6.700782775878906250e-01,1.771786957979202271e-01,9.749137163162231445e-01,1.408083558082580566e+00
-6.700880527496337891e-01,1.771733611822128296e-01,9.749062061309814453e-01,1.408094167709350586e+00
1.943881064653396606e-01,3.546051383018493652e-01,2.072261571884155273e+00,2.547875046730041504e-01
-1.342912435531616211e+00,1.184264659881591797e+00,2.603175044059753418e-01,3.516068756580352783e-01
8.517892956733703613e-01,-3.109101653099060059e-01,-5.531308650970458984e-01,-4.387785494327545166e-01
-7.845198363065719604e-02,-1.320061087608337402e+00,-3.665291070938110352e-01,9.374550580978393555e-01
-1.342870235443115234e+00,1.184265017509460449e+00,2.603101432323455811e-01,3.516358733177185059e-01
-1.342840552330017090e+00,1.184318423271179199e+00,2.603370249271392822e-01,3.516357243061065674e-01
-1.342900514602661133e+00,1.184235453605651855e+00,2.603195607662200928e-01,3.516108393669128418e-01
